PanjivaRecordID,Carrier,ConsigneePanjivaID,GoodsShipped,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
149314,23,646,114,265,199,20,49
149506,23,598,57,277,288,8,309
149570,23,20,20,265,275,20,99
149634,16,1149,20,265,275,20,353
149762,23,1587,81,25,24,57,518
149954,8,47,115,75,77,33,331
150530,23,731,20,261,272,53,124
150594,10,840,26,116,120,50,84
150658,10,387,110,212,221,20,170
150786,10,313,81,29,28,48,371
150850,18,179,57,301,225,50,234
150914,12,212,34,109,114,20,406
151042,18,739,34,109,114,13,72
151106,10,1484,110,165,173,35,192
151170,18,1205,34,169,177,20,475
151554,15,571,58,312,330,20,93
152066,13,1361,81,293,308,48,371
152130,13,178,2,274,285,28,647
152194,15,75,81,233,96,20,225
152258,15,492,20,21,21,20,615
152386,15,452,20,237,247,33,439
152578,15,719,11,277,288,11,282
152706,15,464,20,74,74,20,419
152834,10,586,42,157,165,49,162
152962,23,414,20,261,272,20,176
153026,10,906,20,113,118,53,124
153090,10,40,18,258,269,20,170
153154,21,686,42,191,202,9,408
153218,21,1519,115,212,221,20,35
153346,22,1492,20,99,104,33,100
153410,13,1214,20,135,141,20,265
153474,13,1147,20,54,55,33,95
153538,13,1309,20,285,296,20,131
153602,15,1368,18,194,204,20,32
155522,15,666,20,236,246,20,323
155586,16,1370,18,261,33,35,198
155650,15,1357,18,164,172,20,524
155714,15,1305,20,261,272,50,377
155778,16,706,42,261,272,20,145
156546,21,1473,110,213,222,52,431
156610,7,608,26,212,221,50,84
156802,21,103,115,191,202,20,166
156866,21,1519,20,39,221,20,35
156930,21,642,20,191,202,20,318
157698,17,1378,20,240,127,33,127
157762,17,1378,20,98,103,20,414
157826,17,1378,20,240,127,20,238
157890,17,1378,20,176,185,33,164
158018,17,1378,20,240,127,20,414
158082,17,1554,20,16,108,20,414
158146,17,1378,20,240,127,33,164
158338,22,526,20,190,200,20,353
154882,14,442,21,24,221,33,598
155010,14,472,34,24,221,20,406
155138,14,1257,34,24,114,20,156
155266,0,544,29,265,275,20,370
155906,16,723,110,261,335,35,279
156226,7,834,114,265,275,20,154
156290,24,1439,106,92,94,50,175
156994,7,1577,42,212,221,17,25
157442,7,1152,18,41,43,35,603
148482,23,175,37,310,328,20,213
148546,23,801,20,117,121,33,95
148610,23,699,42,212,221,50,369
148674,1,1015,20,145,151,50,377
148802,1,1396,20,213,222,20,105
148866,1,1463,20,82,75,20,205
148930,1,848,20,110,115,33,239
148994,1,1432,110,94,97,35,603
149058,1,1482,20,145,151,20,318
149122,1,288,34,109,114,20,406
149186,13,337,15,247,255,50,54
149698,23,881,20,265,275,20,154
150082,10,1038,58,294,311,20,447
150146,18,442,42,169,177,20,93
151682,23,1115,34,109,114,20,524
151746,23,439,58,212,221,20,93
151810,23,1322,42,261,272,20,151
151874,23,862,34,59,341,35,319
153282,20,176,57,79,272,50,640
153794,3,1114,34,109,114,20,475
153858,25,678,82,201,210,20,247
153922,9,592,46,216,226,20,557
154050,7,1115,110,109,114,35,253
154114,13,1451,41,134,140,50,349
154178,13,1590,18,154,160,35,624
154242,13,1147,20,54,55,20,265
154306,13,1247,20,135,141,20,265
154370,13,574,20,300,318,20,56
154434,13,122,29,41,43,50,59
154498,13,1522,34,261,272,13,321
154562,13,1107,28,49,50,48,20
154626,13,790,20,113,118,20,148
154690,13,1184,11,175,184,20,4
154754,13,650,31,99,104,20,79
154818,13,347,26,217,227,50,84
156354,13,502,20,190,200,20,110
156418,13,1512,20,135,141,20,514
156482,13,816,20,161,169,20,484
157058,25,375,34,109,114,20,156
157186,9,1298,34,45,258,20,406
157250,3,1115,110,109,114,20,285
157314,7,1217,34,109,114,33,153
149272,22,1336,20,263,303,20,163
149336,23,325,57,265,288,30,88
149400,23,1144,20,265,275,20,154
149592,16,177,133,48,49,50,267
149784,23,1129,81,25,45,48,371
149848,8,47,20,240,127,20,176
149912,8,47,20,240,127,20,250
149976,8,47,20,104,77,20,564
150168,0,775,42,42,44,50,369
150296,23,1489,20,113,118,53,108
150424,10,40,18,85,87,20,170
150488,10,620,42,311,329,50,369
150616,10,868,42,157,165,49,162
150808,10,748,58,312,330,20,93
150872,18,125,26,328,349,50,232
150936,14,1115,34,179,114,20,475
151000,10,988,26,301,319,50,84
151064,18,442,21,169,177,33,598
151128,10,1104,42,108,113,20,66
151576,15,1169,20,74,74,20,64
152088,13,438,20,116,120,20,250
152152,13,455,106,247,255,50,175
152216,15,1603,20,74,74,33,516
152280,15,509,20,64,63,20,318
152344,15,1372,20,151,157,20,514
152600,15,944,20,220,231,20,163
152664,15,46,28,212,221,20,370
152728,23,842,20,31,31,20,615
152856,10,444,20,261,272,20,40
153048,10,840,26,174,183,50,84
153112,10,40,18,77,79,20,170
153176,21,103,115,212,221,20,390
153432,13,435,20,190,200,20,40
153496,13,849,20,190,200,20,635
153688,16,219,21,261,272,33,598
155480,15,1352,34,159,167,20,406
155544,15,1499,44,12,9,20,631
155608,16,219,21,261,272,33,598
155672,15,1504,20,235,243,20,361
155800,16,306,101,261,272,61,448
155992,0,329,57,265,288,30,290
156120,10,1003,20,282,293,33,237
156568,21,1396,115,212,221,20,105
156632,7,734,20,270,282,20,318
156824,21,220,42,191,202,20,87
156952,21,487,115,212,221,20,35
157720,17,1378,20,240,127,33,467
157848,17,1378,20,240,127,33,467
157912,17,1378,20,240,127,33,164
157976,17,1378,20,240,127,20,414
158040,17,1378,20,240,127,20,414
158104,17,1378,20,240,127,33,239
158168,17,1378,20,240,127,53,620
153240,13,122,29,41,43,50,59
154904,14,301,20,24,74,20,56
154968,14,31,44,24,23,20,221
155160,14,472,34,24,221,20,406
155224,14,1114,34,24,114,20,475
155864,15,1353,34,154,160,13,72
155928,16,1305,20,261,272,50,377
156184,20,388,20,79,83,20,496
156312,24,220,42,92,94,20,87
157016,7,156,11,265,275,20,4
157464,7,323,80,48,49,20,252
148504,23,699,42,212,221,50,369
148568,23,1322,21,261,272,13,643
148632,23,217,42,92,94,20,286
148760,1,1515,115,213,222,20,390
148888,1,1095,34,217,227,41,362
148952,1,988,26,301,319,50,84
149016,1,272,34,213,222,13,67
149080,1,730,34,271,283,20,475
149208,1,1396,20,271,283,20,318
149656,23,1149,20,265,275,20,353
149720,23,1411,114,265,275,20,99
150040,12,1294,56,146,152,20,521
150104,10,116,44,178,187,20,160
151192,17,607,20,263,303,20,341
151384,6,1279,34,170,178,13,321
151640,23,228,34,212,221,21,391
151768,23,884,18,51,52,20,524
151832,23,748,21,312,330,20,93
153752,19,1288,34,109,114,20,47
153880,7,225,81,324,345,13,345
153944,9,1598,110,109,114,20,257
154008,25,1115,34,109,114,20,200
154072,9,1301,98,58,59,20,601
154136,13,624,20,135,141,33,358
154200,13,835,20,8,8,20,514
154264,13,449,20,330,351,20,635
154328,13,502,20,190,200,20,250
154456,13,650,31,99,104,20,79
154520,13,753,20,263,303,20,433
154584,13,431,98,125,131,20,364
154648,13,522,34,113,118,33,354
154776,13,701,18,93,95,35,198
156376,13,636,20,285,296,20,514
156440,13,1472,47,282,293,20,364
156504,20,176,57,261,272,50,640
156760,20,525,114,79,83,57,572
157080,25,437,82,202,211,20,567
157208,25,678,82,202,211,20,247
148417,13,1605,85,203,212,50,626
149313,23,646,20,265,199,20,615
149505,23,598,57,277,288,50,123
149569,23,1411,114,265,275,20,99
149633,16,1149,20,265,275,20,353
149761,23,1587,81,25,24,57,518
149825,23,1277,20,167,176,20,298
149953,8,47,115,75,77,33,331
150593,10,941,31,113,118,20,79
150657,10,40,18,85,87,20,170
150785,10,903,11,175,184,11,201
150849,18,534,20,301,319,20,318
150913,12,988,26,301,319,50,84
150977,10,1204,34,331,353,13,143
151105,10,1106,81,250,259,20,55
151169,18,1135,7,169,177,35,83
151553,15,286,34,109,114,20,475
152065,13,633,20,263,303,20,318
152129,13,1213,21,233,96,46,223
152193,15,551,47,278,289,20,651
152257,15,1014,20,64,63,20,615
152321,15,73,28,233,96,20,332
152385,15,914,123,209,218,50,574
152449,15,944,20,220,231,20,163
152513,15,146,76,24,23,20,122
152577,15,334,11,181,191,11,282
152705,15,885,20,74,74,20,318
152833,10,586,42,157,165,49,162
152897,10,1310,18,42,44,35,192
152961,23,1322,21,261,272,13,643
153025,10,906,20,113,118,53,124
153089,10,40,18,187,197,20,170
153217,21,1086,20,212,221,53,124
153409,13,926,20,190,200,33,95
153473,13,1407,20,305,323,20,152
153537,13,1180,34,102,106,20,555
153601,15,726,20,12,9,53,124
153665,16,1527,20,12,9,20,152
153729,15,1435,20,263,303,20,561
155457,15,484,20,263,303,20,323
155585,16,1117,56,261,262,50,150
155649,15,537,20,36,38,20,131
155713,15,199,20,64,63,20,484
155777,16,1370,18,261,33,20,32
155969,0,669,20,265,199,20,154
156545,21,36,34,213,222,21,249
156865,21,642,20,226,202,20,318
156929,21,1157,34,233,96,20,200
157697,17,1378,20,240,127,20,291
157761,17,1378,115,98,103,33,109
157825,17,1378,20,240,127,33,127
157889,17,1378,20,176,185,33,467
157953,17,1378,20,240,127,33,337
158017,17,1378,20,98,103,20,414
158081,17,1554,20,16,108,20,238
158145,17,1378,20,240,127,33,467
158337,22,526,20,190,200,20,323
153281,13,1606,34,213,222,13,143
154945,14,347,21,24,178,20,93
155009,14,625,20,24,151,20,318
155137,14,476,42,24,309,17,25
155201,14,1428,34,24,178,20,475
155265,0,327,0,265,275,35,307
155841,15,484,20,263,303,20,529
155905,16,939,110,261,335,35,279
156161,20,176,57,79,272,23,342
148545,23,1120,21,81,84,13,643
148609,23,1503,42,212,221,50,369
148673,1,825,20,301,319,16,424
148737,1,1288,34,109,114,20,444
148801,1,1396,20,213,222,20,105
148865,1,1531,20,82,75,20,205
148929,1,1482,20,301,319,33,239
148993,1,1432,110,94,97,35,603
149121,1,1115,110,109,114,50,301
149185,13,337,15,247,255,50,54
149697,23,325,57,265,288,42,315
150081,10,1006,20,312,330,39,305
150145,18,141,42,63,201,35,44
151233,17,529,20,263,303,20,459
151617,23,885,20,74,74,20,318
151681,23,1115,34,109,114,20,524
151745,23,712,34,212,61,13,72
151809,23,1322,21,261,272,13,643
153793,3,1114,34,109,114,13,321
153921,9,592,46,216,226,20,557
154049,7,1294,58,301,319,20,93
154113,13,199,20,309,327,33,237
154177,13,1393,20,190,200,20,607
154305,13,518,20,285,296,20,265
154369,13,721,20,300,318,20,318
154625,13,790,20,113,118,20,56
154753,13,488,20,36,38,20,650
154817,13,347,26,279,290,50,84
154881,13,1210,44,24,23,20,543
156353,13,502,20,190,200,20,250
156417,13,1512,20,135,141,20,514
156481,13,172,20,235,243,20,484
157057,25,1460,99,109,114,20,128
157121,19,954,81,299,317,13,548
157185,9,1106,34,331,353,20,406
157249,3,1257,34,109,114,20,524
148416,13,130,16,273,310,50,220
149568,23,1411,20,265,275,20,99
149632,16,1149,114,265,275,20,353
149760,23,1587,81,25,24,57,518
149824,23,1428,34,169,177,20,475
149952,8,47,115,75,77,33,331
150016,10,178,15,311,329,50,212
150400,10,1326,34,157,165,20,47
150528,23,906,20,113,118,53,124
150592,10,1366,26,113,118,50,84
150656,10,40,18,85,87,20,170
150784,10,864,26,294,311,50,232
150912,12,274,26,301,319,50,84
150976,10,539,26,219,229,50,84
151104,10,748,58,312,330,20,93
151168,18,345,34,169,177,20,475
151552,15,564,34,280,291,35,641
152064,13,633,20,263,303,20,318
152192,15,54,110,262,302,35,101
152320,15,238,28,199,209,13,10
152448,15,1572,20,141,147,20,40
152512,15,1014,20,64,63,20,615
152704,15,885,20,282,293,20,318
152832,10,474,42,157,165,50,369
152896,10,386,82,71,281,13,365
152960,23,482,0,261,272,50,536
153024,10,1175,28,113,118,50,173
153088,10,40,18,77,79,20,170
153152,21,1619,115,191,202,53,124
153216,21,268,115,212,221,53,124
153344,22,1492,20,99,104,33,100
153408,13,879,18,316,335,35,279
153472,13,1099,20,242,252,20,189
153536,13,478,34,309,327,20,555
153600,15,906,20,36,38,53,124
153664,16,306,101,261,272,61,448
153728,15,548,110,316,335,35,68
155520,15,1504,20,235,243,20,361
155584,16,1436,114,12,9,57,572
155712,15,590,20,263,303,53,533
155968,0,560,7,265,275,50,13
156608,7,1280,34,41,43,20,45
156800,21,770,115,39,221,53,124
156864,21,1396,115,39,221,20,105
156928,21,78,42,15,125,20,524
157696,17,1378,20,240,127,33,239
157760,17,1378,20,176,185,20,414
157824,17,1378,20,240,127,33,239
157888,17,1378,115,176,185,33,109
158016,17,1378,20,98,103,33,329
158144,17,1378,20,240,127,33,467
158336,22,526,20,190,200,20,361
153280,13,539,26,15,125,50,84
154944,14,1205,34,24,178,20,475
155008,14,962,34,24,290,33,179
155136,14,642,20,24,178,20,318
155200,14,46,28,24,229,20,370
155264,0,855,20,265,199,20,318
155840,15,484,20,263,303,33,439
155904,16,411,110,261,335,35,279
156160,20,176,57,79,272,50,640
156224,7,834,20,274,285,20,154
156288,24,1626,44,92,94,53,36
156992,7,800,37,25,24,44,338
148480,23,1422,34,12,9,20,475
148544,23,1422,34,12,9,20,475
148608,23,91,42,212,221,20,93
148672,1,1438,20,145,151,20,318
148736,1,4,34,213,222,20,53
148800,9,1269,34,324,345,20,406
148864,1,272,34,213,222,13,67
148928,1,1534,20,213,222,20,373
149056,1,1510,20,301,319,50,94
149184,13,250,2,104,261,20,416
150080,10,988,26,301,319,50,84
150144,18,1294,29,301,319,20,370
151232,17,529,20,263,303,20,459
151680,23,1115,34,109,114,20,524
151744,23,509,20,165,173,20,318
151808,23,1322,21,261,272,13,643
153792,3,1243,34,109,114,13,321
153856,25,1106,34,331,353,41,362
153920,7,100,44,283,294,20,553
154048,7,1460,99,109,114,20,128
154112,13,626,34,53,54,13,321
154176,13,913,20,134,140,20,514
154240,13,1147,20,54,55,20,30
154304,13,1001,34,5,5,13,321
154368,13,473,20,8,8,20,152
154496,13,203,28,233,96,62,604
154560,13,1107,28,49,50,62,604
154624,13,790,20,113,118,20,414
154688,13,1624,11,175,184,20,4
154752,13,1390,20,0,14,20,514
156352,13,502,20,190,200,20,250
156416,13,819,20,190,200,20,318
156480,13,1147,20,54,55,33,95
157120,3,1334,20,324,345,20,35
157184,9,1115,34,109,114,20,406
157248,3,1257,34,109,114,20,524
157312,7,1460,110,109,114,37,311
149514,23,23,57,277,288,8,266
149578,23,837,44,274,285,20,251
149642,16,789,15,48,49,20,568
149770,23,1007,46,59,60,20,557
149898,8,47,20,104,77,36,330
149962,8,47,115,240,127,33,331
150026,10,319,28,48,49,13,428
150410,10,632,20,261,272,20,40
150474,23,318,82,48,49,50,31
150602,10,483,81,157,165,20,225
150794,10,263,81,282,293,58,334
150858,18,125,26,328,349,50,232
150922,14,1015,20,179,151,50,377
150986,10,263,81,282,293,57,357
151050,18,848,20,145,151,33,239
151114,10,864,26,294,311,50,232
151178,18,534,20,301,319,20,318
152138,13,1281,26,213,222,50,84
152202,15,1289,20,151,157,20,361
152266,15,1364,34,169,177,13,143
152330,15,1289,20,64,63,20,361
152394,15,857,20,235,243,20,176
152522,15,857,20,235,243,20,615
152650,15,919,20,103,107,20,152
152714,15,1289,20,151,157,20,361
152842,10,777,42,261,272,50,91
152970,23,150,28,315,333,57,550
153034,10,664,81,113,118,48,535
153098,10,1348,105,315,333,50,61
153162,21,220,42,191,202,20,87
153418,13,1512,20,135,141,20,514
153482,13,1551,20,190,200,20,514
153546,13,767,20,156,163,20,514
153610,15,503,28,12,9,50,438
153674,16,1436,114,12,9,57,572
155466,15,906,20,36,38,53,124
155594,16,411,18,261,335,35,279
155658,15,874,18,157,165,35,192
155722,15,1435,20,263,303,20,205
155786,16,991,110,263,303,20,257
155978,0,329,57,265,288,8,476
156106,23,319,0,48,49,35,83
156618,7,834,20,265,275,20,154
156810,21,596,34,191,202,20,47
156874,21,220,42,191,202,20,87
156938,21,220,42,233,96,20,87
157706,17,1378,20,240,127,53,620
157770,17,1378,20,240,127,20,414
157834,17,1378,20,240,127,33,239
157898,17,1378,115,98,103,33,109
157962,17,1378,20,240,127,33,239
158026,17,1378,20,240,127,20,373
158090,17,1378,20,176,185,20,414
158154,17,1378,20,240,127,20,414
153226,13,721,20,300,318,20,318
154890,14,371,82,24,202,50,278
154954,14,439,21,24,229,20,93
155146,14,1279,34,24,178,21,391
155210,14,1279,34,24,221,20,200
155274,0,1144,114,265,275,57,572
155850,15,776,20,261,272,20,105
155914,16,588,21,261,272,46,223
156234,7,959,20,270,282,20,318
156298,24,273,40,191,202,20,560
157450,7,856,26,191,202,50,441
158346,17,1554,20,16,108,20,414
148490,23,1392,20,74,74,16,424
148618,23,1448,117,212,221,50,84
148682,1,1214,20,135,141,20,265
148746,1,347,58,213,222,20,447
148874,1,33,83,191,202,57,501
148938,1,1510,20,203,212,50,94
149002,1,1476,57,212,221,30,542
149066,1,1534,20,213,222,20,373
149130,1,272,34,271,283,20,475
149706,23,881,20,265,275,20,154
150090,10,924,81,250,259,13,306
150154,18,1392,20,74,74,16,424
151242,17,607,20,263,303,20,361
151626,23,1102,34,102,106,33,499
151690,23,95,46,59,19,20,571
151754,23,347,26,212,221,50,84
151818,23,127,21,108,113,46,223
151882,23,43,44,212,221,20,251
153290,20,822,114,113,118,57,572
153802,3,1257,34,109,114,20,524
153866,25,1257,34,109,114,13,143
153930,9,1173,44,216,226,20,486
153994,25,113,20,74,74,20,265
154058,7,681,98,216,226,20,651
154122,13,1590,18,154,160,35,624
154186,13,478,34,309,327,20,555
154250,13,554,34,10,11,13,321
154314,13,199,20,309,327,20,484
154378,13,1214,20,135,141,20,265
154442,13,1477,110,5,5,35,141
154506,13,1522,34,261,272,13,321
154570,13,1053,20,21,21,20,148
154634,13,892,20,113,118,24,409
154698,13,539,26,213,222,50,84
154762,13,1181,20,144,150,20,152
154826,13,892,20,113,118,20,176
156362,13,595,41,135,141,50,349
156426,13,724,20,245,254,53,363
156490,13,1486,20,264,273,50,377
157066,25,375,34,109,114,13,143
157130,7,1526,119,326,347,20,558
157194,19,1392,20,74,74,20,326
157258,19,301,20,74,74,33,237
157322,9,592,46,216,226,20,557
149278,22,510,20,263,303,20,163
149342,23,329,57,265,288,42,493
149406,23,560,18,265,275,35,603
149470,4,354,44,11,13,20,160
149534,23,573,57,277,288,42,144
149790,8,47,20,240,127,20,250
149854,8,47,115,104,77,33,331
149918,8,299,34,104,58,21,249
149982,23,318,82,48,49,50,31
150366,10,1188,26,113,118,50,232
150430,10,58,26,212,221,50,232
150622,10,491,20,261,272,50,591
150814,10,375,34,109,114,13,143
150878,18,643,34,109,114,20,475
150942,14,288,34,179,114,13,143
151006,10,116,44,178,187,20,160
151070,18,1294,28,222,232,20,261
151134,10,643,34,109,114,33,519
152094,13,1256,20,117,121,20,105
152158,13,425,28,49,50,62,604
152222,15,1003,20,74,74,20,650
152286,15,885,20,74,74,20,318
152414,15,551,47,278,289,20,651
152478,15,1529,20,83,85,20,495
152606,15,1353,34,310,328,13,72
152670,15,857,20,235,243,20,615
152734,23,604,20,113,303,20,318
152798,10,507,26,12,9,50,232
152862,10,40,18,258,269,20,170
153054,10,1536,34,157,165,20,475
153118,10,762,21,95,99,13,643
153182,21,99,115,212,221,20,166
153502,13,1147,20,54,55,20,265
153630,15,999,20,12,9,20,615
153694,16,1307,21,261,272,33,598
155550,16,939,110,261,335,35,279
155614,16,443,18,113,118,50,51
155678,15,293,20,298,316,20,607
155742,16,941,31,261,118,20,79
156574,21,1396,115,39,221,20,2
156638,7,408,82,149,155,50,31
156830,21,394,115,212,221,20,355
156894,21,1396,115,212,221,20,105
156958,21,609,115,212,221,20,146
157726,17,1378,20,240,127,20,414
157790,17,1378,20,240,127,33,100
157854,17,1378,20,240,127,20,414
157918,17,1378,20,240,127,33,467
157982,17,1378,20,240,127,33,467
158046,17,1378,20,240,127,33,516
158110,17,1378,20,240,127,20,326
153246,13,938,11,118,122,20,4
154910,14,564,34,24,290,2,244
154974,14,885,20,24,345,20,318
155166,14,31,44,24,23,20,221
155806,15,787,85,12,9,20,203
155870,15,920,20,263,303,53,533
155934,16,992,20,261,272,50,591
156190,20,1414,44,79,83,20,114
156254,7,336,113,48,49,50,207
156318,24,596,34,92,94,20,47
157470,7,808,114,265,207,57,572
158238,17,526,20,190,200,33,239
148510,23,1279,34,212,221,20,475
148638,23,150,28,315,333,13,155
148702,1,209,34,191,202,20,130
148766,1,576,115,191,202,20,272
148894,1,1273,20,318,337,20,163
148958,1,1092,20,82,75,20,514
149022,1,87,123,213,222,20,571
149150,1,993,34,191,202,53,487
149662,23,834,20,265,275,20,176
149726,16,178,20,265,275,20,119
150046,12,988,26,301,319,50,84
150110,18,1106,28,282,293,20,370
151582,23,1365,18,113,118,20,32
151646,23,861,20,233,96,16,470
151710,23,1322,21,261,272,13,643
151774,23,1257,34,109,114,20,524
151838,23,439,58,212,221,20,93
153310,20,1414,44,79,83,20,114
153758,19,643,34,109,114,20,406
153822,25,437,82,76,78,20,567
153886,7,1115,34,109,114,13,321
153950,19,1115,34,109,114,13,321
154014,25,1232,34,45,258,13,321
154142,13,1190,20,134,140,20,514
154206,13,1477,110,5,5,35,192
154270,13,1309,20,285,296,33,445
154334,13,912,20,285,296,20,205
154398,13,1147,20,54,55,33,95
154462,13,488,20,36,38,20,250
154526,13,818,20,263,303,20,229
154654,13,771,20,261,272,20,318
154718,13,455,106,247,255,50,175
154782,13,438,20,116,120,36,330
154846,13,505,20,261,272,16,470
156382,13,1099,20,242,252,20,189
156446,13,1477,110,5,5,35,141
156510,20,822,101,113,118,57,572
156766,20,822,114,113,118,57,572
157086,3,1115,34,109,114,20,475
157150,7,111,20,282,293,20,40
157214,25,1257,34,109,114,20,156
157278,7,286,34,109,114,20,406
149268,22,1241,20,263,303,20,229
149332,23,325,57,265,288,50,123
149588,16,193,20,265,275,20,168
149844,8,47,115,240,127,33,331
149908,8,47,20,240,127,36,330
149972,8,47,20,240,127,20,148
150164,0,1401,18,42,44,20,170
150292,23,604,20,113,303,20,318
150420,10,385,28,9,10,46,523
150484,10,1474,42,311,329,50,240
150612,10,586,42,157,165,49,162
150740,12,271,20,301,319,20,167
150804,10,1128,82,202,211,20,350
150868,18,125,26,301,319,50,232
150932,14,212,34,179,114,20,406
150996,10,313,81,29,28,48,371
151060,18,368,20,250,259,20,40
151188,10,1396,20,170,178,20,318
151572,15,885,20,74,74,20,318
152148,13,455,106,247,255,50,175
152212,15,1102,18,102,106,35,192
152340,15,1376,20,235,243,33,516
152468,15,915,20,83,85,20,361
152532,15,1457,20,83,85,53,533
152596,15,810,20,237,247,20,281
152660,15,709,20,43,36,20,176
152852,10,385,28,9,10,57,550
153044,10,1604,21,100,112,13,643
153108,10,874,18,95,99,35,141
153428,13,502,20,190,200,24,409
153492,13,1131,20,285,296,20,189
153684,16,1527,20,12,9,20,426
155476,15,1436,20,12,9,53,124
155540,15,1499,44,12,9,20,631
155604,16,1370,18,261,33,20,32
155668,15,484,20,263,303,20,529
155732,16,1165,110,261,335,35,532
155796,16,1436,114,12,9,57,572
155988,0,329,57,265,288,30,165
156628,7,1144,114,265,275,57,572
156820,21,93,20,191,202,20,56
156884,21,1546,126,315,333,35,44
157780,17,1378,20,240,127,20,414
157844,17,1378,115,240,127,33,109
157908,17,1378,20,240,127,20,326
157972,17,1378,20,240,127,53,620
158036,17,1378,20,240,127,20,414
158100,17,1378,20,98,103,20,414
158164,17,1378,20,240,127,33,100
154900,14,904,34,24,320,20,200
154964,14,133,26,24,319,50,441
155156,14,1606,34,24,221,13,143
155220,14,228,34,24,221,21,391
155860,15,1357,18,164,172,20,524
155924,16,706,42,261,272,20,145
156180,20,574,20,79,83,16,424
156244,7,261,108,265,275,50,54
156308,24,432,42,92,94,20,93
157012,7,1474,30,265,275,20,187
157460,7,1149,20,265,275,20,353
158356,17,1554,20,16,108,33,516
148500,23,1102,34,208,217,33,499
148628,23,439,58,212,125,20,93
148756,1,338,83,71,281,57,85
148820,1,1205,34,219,229,20,475
148884,1,212,34,109,114,13,321
148948,1,730,34,219,229,20,475
149012,1,36,34,213,222,21,249
149076,1,1438,20,110,115,20,318
149140,1,730,34,271,283,20,475
149204,13,1226,42,41,43,50,578
149652,23,1411,20,265,275,20,99
149716,23,465,20,265,275,20,302
150036,12,212,34,109,114,20,406
150100,10,207,11,47,48,11,201
151252,6,466,34,308,334,20,406
151380,6,77,114,170,178,57,572
151636,23,217,42,212,221,20,286
151764,23,425,28,233,50,48,133
151828,23,509,20,165,173,20,318
153300,20,1103,20,79,83,20,361
153748,19,1098,20,74,74,20,394
153812,3,198,34,109,114,20,53
153940,9,254,110,324,345,25,324
154004,25,1265,34,331,353,20,200
154068,9,678,82,76,78,20,247
154132,13,1227,20,135,141,20,265
154196,13,835,20,8,8,33,60
154324,13,1128,28,214,224,15,638
154452,13,650,31,99,104,20,79
154516,13,753,20,263,303,33,329
154580,13,923,20,21,21,39,248
154644,13,642,20,279,290,20,318
154708,13,1134,110,230,238,20,32
154772,13,628,20,116,120,33,575
154836,13,93,20,191,202,33,95
156372,13,624,20,135,141,33,100
156436,13,1271,20,40,42,20,189
156500,13,944,20,330,351,20,495
156756,20,176,57,261,272,50,640
157076,25,375,34,109,114,13,143
157140,7,1257,34,109,114,20,45
157204,25,259,81,324,345,48,371
157268,19,954,81,299,317,13,548
157332,9,1173,44,216,226,20,486
149273,22,1278,20,263,303,20,163
149337,23,329,57,265,288,50,492
149593,16,1404,114,265,275,20,426
149785,23,629,21,25,24,33,112
149849,8,47,20,240,127,33,358
149913,8,47,20,240,127,20,250
149977,8,47,20,104,94,36,330
150169,0,775,42,42,44,50,369
150297,23,456,20,113,118,33,219
150361,10,568,26,12,9,50,84
150425,10,40,18,187,197,20,170
150489,10,318,82,48,49,50,31
150617,10,1302,34,157,165,13,143
150681,16,337,76,247,255,50,54
150809,10,263,81,282,293,57,357
150873,18,739,34,109,114,13,72
150937,14,288,34,179,114,20,475
151001,10,937,20,45,258,53,124
151065,18,988,26,301,319,50,84
151577,15,24,44,24,23,20,631
152089,13,438,20,116,120,36,330
152153,13,455,106,247,255,50,175
152281,15,549,20,237,247,20,353
152345,15,1372,20,103,107,20,514
152409,15,666,20,236,246,20,341
152473,15,213,42,71,281,20,544
152537,15,788,20,220,231,20,205
152601,15,1238,82,169,177,50,43
152665,15,549,20,237,247,20,353
152729,23,842,20,223,233,20,615
153049,10,1517,20,290,305,39,305
153113,10,1398,26,212,221,50,232
153433,13,921,20,245,254,20,394
153497,13,449,20,330,351,20,635
153689,16,470,21,12,9,33,598
155481,15,776,20,261,272,20,105
155545,16,1318,21,261,272,33,112
155609,16,444,20,261,272,20,40
155673,15,1435,20,263,303,20,429
155737,16,1370,18,33,33,35,198
155801,16,1322,42,261,272,20,151
155993,0,329,57,265,288,50,82
156121,10,30,42,311,329,50,296
156569,21,1396,115,212,221,20,2
156633,7,734,20,270,282,20,176
156825,21,220,42,191,202,20,87
156889,21,487,115,212,221,20,35
156953,21,751,115,212,221,20,166
157785,17,1378,20,240,127,53,620
157849,17,1378,20,240,127,33,467
157913,17,1378,20,240,127,20,414
157977,17,1378,20,240,127,20,414
158041,17,1378,20,240,127,20,414
158105,17,1378,20,240,127,33,127
158169,17,1378,20,240,127,33,100
153241,13,50,28,213,222,50,59
154905,14,862,34,24,264,19,262
154969,14,31,44,24,23,20,221
155161,14,1115,34,24,114,20,156
155225,14,643,34,24,114,20,475
155865,15,1470,81,130,136,20,225
156185,20,1277,20,79,83,20,298
156249,7,1019,108,265,275,50,54
156313,24,220,42,92,94,20,87
157017,7,834,20,265,275,20,154
157465,7,834,20,265,275,20,154
158361,17,1554,20,16,108,53,620
148505,23,439,58,212,221,20,93
148633,23,217,139,92,94,20,286
148697,1,1382,115,213,222,20,272
148761,1,1205,34,271,283,20,475
