PanjivaRecordID,ConsigneePanjivaID,HSCode,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
8856919,1765,143,82,5,439
8857175,131,245,520,11,486
8857303,653,216,369,8,237
8857367,1558,281,520,5,25
8857431,661,216,419,8,299
8857495,1416,216,71,2,542
8857559,131,223,520,11,486
8857623,1343,216,186,2,478
8857751,588,216,369,2,496
8857815,588,216,172,2,496
8857879,66,216,71,2,502
8858071,1017,143,520,5,25
8858135,1160,216,478,2,437
8858263,1050,216,369,8,935
8858327,1721,412,520,0,135
8858391,462,429,520,5,157
8858455,1222,160,520,2,464
8858519,1741,421,520,2,269
8858583,737,229,520,8,811
8858711,534,226,520,2,986
8858775,1526,240,520,4,371
8858839,131,230,520,11,486
8858903,1036,321,210,5,37
8858967,507,143,520,3,917
8859031,1713,237,520,2,432
8859095,1526,247,520,4,371
8859159,1487,248,520,2,262
8859287,691,242,86,8,164
8859351,928,101,520,5,19
8859415,711,24,224,3,41
8859543,63,340,605,11,231
8859671,1350,341,322,10,549
8859799,1518,341,432,11,1008
8859863,440,101,524,2,19
8859927,998,101,523,2,19
8859991,440,101,524,2,19
8860055,144,101,546,2,19
8860119,780,102,546,5,113
8860183,144,100,546,2,19
8860247,860,102,546,5,596
8860311,144,100,546,2,19
8860375,465,79,546,2,47
8860439,144,101,546,2,19
8860503,144,101,546,2,19
8860567,144,101,546,5,19
8860631,440,102,523,5,19
8860695,144,101,546,2,19
8860759,798,102,546,2,19
8860823,144,100,546,2,19
8860951,144,101,546,2,19
8861079,440,101,524,2,19
8861207,860,101,546,5,596
8861271,1628,102,546,5,62
8861335,1137,33,546,10,529
8861399,860,101,546,5,596
8861527,144,101,546,5,19
8861719,144,104,546,2,19
8861847,492,24,38,5,26
8861911,144,101,546,5,19
8861975,456,177,523,5,113
8862039,1298,79,523,5,772
8862103,1628,102,546,5,62
8862231,456,494,523,5,113
8862295,1195,16,546,5,543
8862359,379,445,61,5,497
8862423,1813,445,228,5,976
8862551,458,476,482,6,917
8862999,791,142,543,3,157
8863063,435,143,543,3,917
8863127,520,227,482,2,338
8863191,1746,403,654,5,25
8863255,1248,242,141,2,486
8863319,506,178,543,2,19
8863447,522,227,482,2,986
8863511,1248,248,141,2,486
8863767,563,223,543,2,80
8863895,913,140,331,3,17
8863959,1504,336,543,2,947
8888535,317,216,571,2,743
8862807,131,478,520,11,486
8864151,695,265,12,6,536
8864215,634,140,482,6,19
8864343,750,380,221,3,37
8864407,793,354,221,3,328
8862871,1526,240,520,4,371
8862935,563,223,543,2,80
8864727,922,216,504,2,771
8864791,1586,216,378,2,908
8865047,932,216,377,2,496
8865559,1078,445,617,5,789
8865751,611,16,520,5,543
8866071,1219,100,615,2,19
8866263,798,101,546,5,19
8866391,1482,43,520,5,38
8866455,103,71,85,5,103
8866519,103,121,85,5,150
8866583,928,101,520,5,19
8866647,1482,43,520,5,38
8866711,928,101,520,5,19
8866839,1727,126,174,5,809
8867095,789,177,236,5,40
8867159,1545,34,50,2,853
8867351,822,103,520,5,596
8867479,1123,317,520,9,742
8867607,1443,445,72,3,497
8867671,611,16,520,5,543
8867735,928,101,520,5,19
8867863,822,494,520,5,596
8867991,1676,319,520,5,35
8868119,928,101,520,2,19
8868311,74,216,160,8,899
8868375,749,241,532,2,398
8868439,271,228,127,4,138
8868567,427,475,532,0,195
8868695,253,223,227,5,138
8868759,1376,252,175,2,464
8868823,777,403,532,2,215
8868951,749,143,21,2,398
8869015,327,216,357,2,233
8869335,339,216,357,8,639
8869399,1290,239,221,6,768
8869463,565,283,482,6,70
8869527,443,178,483,6,893
8869591,520,385,482,6,158
8869719,873,239,221,3,704
8869783,520,288,482,6,158
8869847,683,265,482,6,897
8869911,520,288,482,6,52
8869975,1561,380,221,3,37
8870039,1465,227,482,6,107
8870295,1465,226,482,6,107
8870359,990,325,482,2,927
8870423,1465,226,482,6,107
8870551,503,412,221,0,135
8870615,564,434,482,6,509
8870743,520,226,482,2,678
8870807,726,231,482,8,947
8870871,458,141,482,6,917
8888599,308,228,349,2,519
8870999,1034,100,543,2,196
8871127,520,67,482,6,158
8871191,986,169,482,6,51
8871255,1269,92,482,6,108
8871319,455,121,483,6,131
8871383,612,21,482,6,41
8871447,863,174,482,5,970
8871511,590,79,482,2,211
8871575,681,202,482,6,849
8871639,599,89,221,6,954
8871703,1034,101,543,3,196
8871767,969,103,542,3,596
8871895,1012,21,520,8,44
8871959,611,16,520,5,543
8872151,506,101,543,3,19
8872215,535,67,280,5,263
8872279,506,101,543,3,19
8872471,1408,274,142,0,119
8872599,1116,218,143,2,191
8872727,1590,352,642,0,374
8872791,1461,24,141,5,588
8872855,1051,174,221,5,970
8872919,634,61,482,6,19
8873175,834,106,221,3,584
8873239,506,100,543,2,19
8873303,834,116,221,3,584
8873495,398,182,542,3,66
8873751,1798,137,542,2,69
8873815,1528,33,482,6,529
8873879,1710,174,481,5,970
8873943,634,101,482,6,19
8874007,1057,494,482,6,113
8874071,1070,121,482,6,636
8874199,1699,248,30,8,986
8874327,1177,242,298,2,981
8874391,359,228,357,8,600
8874647,211,281,447,5,25
8874775,327,216,314,2,255
8874839,1643,216,357,2,455
8874903,280,414,116,5,1006
8874967,303,216,357,2,743
8875031,1473,216,357,2,255
8875095,1018,216,357,8,123
8875223,306,216,357,8,61
8875287,312,216,357,2,918
8875351,1479,216,357,2,918
8875415,195,161,183,5,110
8875479,1454,227,357,8,748
8875607,305,216,361,2,743
8875671,1150,216,84,2,810
8875927,203,239,97,5,80
8875991,276,244,160,8,689
8876119,873,240,221,3,391
8876183,708,377,482,3,673
8876311,1049,439,482,6,170
8876375,1340,216,328,2,862
8876439,935,216,328,2,199
8876503,634,178,482,6,19
8876567,1465,223,482,6,107
8876631,1465,240,482,6,107
8876695,1501,216,615,2,469
8877143,878,101,19,3,19
8877207,1587,102,482,6,669
8877271,878,102,19,3,19
8877463,1613,78,35,2,566
8877527,1613,78,35,2,566
8877591,226,445,247,5,693
8877655,1541,101,357,2,19
8877719,1541,101,357,2,19
8877783,634,101,482,6,19
8877847,1698,28,328,5,956
8877911,1085,26,395,8,520
8888663,361,216,105,2,542
8878039,1808,101,518,2,19
8878103,1522,26,615,5,988
8878167,1541,101,357,2,19
8878231,1541,102,357,2,19
8878295,634,62,482,6,19
8878359,166,136,35,5,319
8878487,1184,174,482,5,970
8878679,634,137,482,6,19
8878743,383,99,221,6,59
8878871,1579,144,12,6,93
8878935,623,79,221,2,686
8878999,520,102,482,6,158
8879063,634,180,482,6,19
8879127,413,55,482,6,735
8879191,1427,79,482,2,561
8879255,1703,79,221,6,772
8879383,520,100,482,6,158
8879575,520,101,482,6,158
8879703,520,101,482,6,158
8879767,1070,92,482,6,636
8879831,508,169,482,6,185
8879895,634,102,482,6,19
8879959,634,101,482,2,19
8880151,1782,161,386,2,6
8880215,1621,216,393,2,857
8880343,1497,216,357,2,463
8880727,1792,216,357,8,299
8880791,317,216,357,8,61
8880919,725,216,317,8,557
8880471,1473,216,357,8,61
8880663,309,216,161,8,803
8880983,307,216,357,2,857
8881047,42,216,361,2,713
8881111,216,216,57,8,260
8881175,312,216,357,2,342
8881239,1783,216,471,8,123
8881303,875,216,357,2,29
8881367,1388,216,417,2,29
8881431,1433,216,357,8,683
8881495,1069,216,357,8,124
8881623,1473,216,160,8,664
8881687,1792,216,357,2,973
8881751,369,216,361,2,749
8881815,35,216,357,8,426
8881879,252,216,357,8,352
8881943,209,216,168,8,664
8882007,250,240,388,5,206
8882071,299,216,357,2,749
8882135,1256,216,314,8,639
8882263,875,216,357,2,301
8882583,1479,216,357,2,490
8882647,220,216,160,2,889
8882711,1150,216,84,2,806
8882775,1479,216,357,8,73
8882839,252,216,357,8,73
8882903,1754,454,349,5,705
8882967,1754,409,349,5,705
8883159,1479,216,357,8,346
8883223,1823,91,205,5,792
8883287,215,445,394,5,497
8883351,1021,445,575,3,675
8883607,1541,101,357,2,19
8883735,196,445,394,5,18
8883799,323,218,357,8,516
8883927,234,335,357,0,492
8883991,1784,36,346,8,171
8884055,1654,206,281,0,71
8884119,1420,218,589,8,367
8884183,357,335,357,0,492
8884247,245,16,357,3,41
8884311,187,445,412,3,476
8884375,741,21,395,8,171
8884567,729,370,357,8,365
8884695,1819,445,412,5,789
8884759,1037,218,634,8,461
8884823,823,352,357,5,419
8885271,747,26,395,2,174
8885335,1754,147,349,5,705
8885399,268,137,357,5,104
8885527,175,445,34,5,552
8885591,1789,333,357,5,285
8885655,262,318,108,5,94
8885719,175,445,554,3,868
8885783,215,445,584,5,497
8885847,1206,371,221,6,86
8885975,1579,144,12,6,93
8886039,612,21,482,6,41
8886167,878,101,21,2,19
8886231,878,101,21,2,19
8886295,308,236,349,2,519
8886359,211,281,447,5,25
8886423,188,140,371,5,17
8886487,1547,361,357,5,117
8886743,1353,216,357,8,80
8886807,316,216,357,8,80
8886871,309,216,357,8,359
8887063,207,338,357,5,78
8887127,197,414,131,0,701
8887191,325,216,364,8,77
8887319,81,216,357,2,766
8887575,227,239,639,8,80
8887639,1404,216,357,2,60
8887703,235,288,446,5,52
8887767,317,216,357,2,679
8887895,263,216,357,2,227
8888023,1479,216,357,2,372
8888087,1197,439,357,2,423
8888151,220,216,160,8,796
8888215,1389,216,357,8,448
8888279,254,216,643,8,80
8890135,1233,341,605,11,231
8890199,1233,341,605,11,231
8890583,1640,16,590,5,543
8890647,966,16,273,5,41
8890775,31,106,273,5,111
8890903,448,445,649,3,497
8890967,448,445,649,3,497
8891031,877,101,218,2,19
8891159,1373,48,621,10,495
8891223,619,318,528,5,94
8891287,1241,219,600,3,50
8891351,1167,335,105,5,492
8891415,255,84,357,8,843
8891479,307,4,361,2,706
8891543,239,485,357,0,72
8891607,1322,218,357,8,664
8891671,234,335,357,5,492
8891735,175,445,34,5,552
8891863,314,435,346,5,633
8891927,176,445,401,5,189
8891991,357,335,357,0,492
8892055,1126,331,247,0,28
8892183,847,180,506,5,190
8892247,246,123,103,5,103
8892311,1793,445,394,3,482
8892567,982,417,590,0,923
8893975,363,216,359,5,455
8894039,1639,216,357,8,80
8894103,875,216,357,8,935
8892631,1147,360,590,5,328
8893015,1063,440,624,5,550
8892759,1629,238,609,8,80
8894295,336,216,10,8,367
8894359,1692,216,357,8,935
8894423,271,228,127,4,138
8893207,1039,228,20,8,247
8893271,1709,355,112,5,80
8893399,776,281,273,5,25
8893527,713,216,372,2,455
8893591,1766,223,112,4,371
8893719,669,216,600,2,255
8893783,734,240,651,4,371
8894679,358,216,109,2,455
8894743,303,216,160,2,496
8894807,1389,216,357,8,80
8894999,729,239,357,8,365
8895191,199,254,290,0,500
8895319,207,338,357,5,78
8895959,489,101,135,2,19
8895383,1621,216,393,2,80
8895447,1284,267,588,2,689
8896087,1111,105,218,5,596
8896151,1762,136,215,5,970
8895639,477,445,600,10,552
8895703,489,101,135,2,19
8895767,489,101,135,2,19
8895831,489,101,135,2,19
8895895,489,101,135,2,19
8896407,687,101,351,2,196
8896471,489,104,135,2,19
8896599,1762,174,215,5,970
8896663,1228,182,355,5,66
8896727,489,102,135,5,19
8896855,477,445,600,10,552
8897047,1690,174,355,5,970
8897111,489,101,135,5,19
8897175,1399,105,135,5,19
8897239,1790,123,260,5,103
8897303,471,115,620,5,217
8897367,0,123,479,5,103
8897559,420,53,354,5,792
8897623,1715,345,325,2,807
8897687,489,101,135,5,19
8897751,687,100,351,5,196
8897879,393,79,351,5,47
8897943,1220,101,351,3,596
8898007,489,101,135,2,19
8898135,877,101,218,2,19
8898199,877,101,218,2,19
8898263,1111,102,218,5,596
8898391,877,101,218,5,19
8899031,896,248,300,8,986
8899991,1189,457,351,2,563
8898519,1111,101,218,5,596
8898583,877,102,218,5,19
8900055,127,227,355,2,986
8898711,967,79,218,2,772
8898775,1111,102,218,5,596
8899159,130,391,333,3,849
8898839,468,143,300,2,19
8898903,604,325,33,0,266
8899415,1486,216,278,2,80
8899543,1653,216,193,2,191
8899607,1329,216,324,5,255
8900503,1025,223,373,8,748
8900631,127,178,355,2,986
8899735,1335,468,266,5,601
8899799,1114,231,16,2,138
8899863,1569,216,244,2,7
8900887,489,178,135,5,19
8899927,698,231,295,2,247
8901015,759,238,594,2,619
8901143,669,216,599,2,29
8901207,85,227,112,8,986
8901335,1577,216,267,2,3
8901463,1039,242,501,8,626
8901527,1124,367,112,5,533
8901591,1039,248,20,8,247
8901655,98,380,527,5,37
8901783,849,140,590,5,733
8901847,937,143,112,5,881
8901911,1624,271,300,3,88
8901975,897,102,300,3,62
8902103,1234,101,301,3,19
8902167,1234,102,301,3,19
8902295,892,101,300,3,196
8902359,442,101,300,3,158
8902423,545,105,300,3,596
8902487,893,79,300,2,654
8902551,479,271,519,3,577
8902615,989,102,116,2,19
8902743,897,102,300,3,62
8902807,440,101,523,5,19
8902871,468,104,300,3,19
8902935,429,351,497,5,291
8902999,1424,342,497,5,275
8903063,989,101,116,2,19
8903127,989,102,116,2,19
8903191,989,102,116,2,19
8903255,989,101,116,2,19
8903319,989,102,116,2,19
8903447,464,28,116,3,926
8903703,668,79,116,5,213
8903831,799,115,148,5,63
8903895,425,177,116,3,55
8903959,812,121,116,5,553
8904023,510,79,116,3,772
8904087,510,79,116,3,772
8904151,428,351,497,5,275
8904215,1574,351,325,5,565
8904279,1757,41,124,3,433
8904343,668,79,116,5,213
8904407,573,121,338,5,214
8904535,544,494,116,3,596
8904599,531,116,300,3,584
8904663,1441,79,433,2,686
8904727,892,100,300,3,196
8904791,468,101,300,2,19
8904855,468,101,300,2,19
8904919,468,101,300,2,19
8904983,468,101,300,2,19
8905047,468,101,300,2,19
8905111,468,11,300,2,19
8905175,544,105,116,3,596
8905239,1658,351,497,5,275
8905303,470,178,300,3,738
8905367,537,227,300,2,927
8905431,896,226,300,2,986
8905623,635,412,300,5,135
8905751,39,216,468,2,522
8905815,978,227,300,2,805
8905879,1480,216,324,2,456
8905943,896,248,300,8,986
8906007,896,228,300,8,986
8906071,920,141,300,5,17
8906263,537,225,300,2,927
8906327,1624,354,300,3,592
8906455,1042,248,595,5,138
8906519,894,143,300,3,240
8906647,77,216,489,2,857
8906711,930,216,16,2,424
8906775,1663,251,116,2,464
8906839,419,223,116,8,289
8906903,1441,450,432,2,822
8907031,1506,216,436,2,12
8907095,494,281,432,5,25
8907159,377,141,116,3,917
8907223,494,354,116,5,592
8907351,168,142,116,2,371
8907415,168,242,116,2,371
8907479,944,143,432,3,814
8907607,1084,338,432,5,78
8907735,1611,475,116,5,489
8907863,377,143,116,3,917
8907927,1084,468,124,3,917
8908055,1056,493,300,3,881
8908119,1465,215,482,6,107
8908183,680,16,107,3,543
8908247,1465,195,482,6,107
8908311,1465,212,482,6,107
8908375,616,195,482,6,696
8908503,1465,213,482,6,107
8908567,616,199,482,6,696
8908631,1465,200,482,6,107
8908759,1736,195,520,2,696
8908695,1465,215,482,6,107
8909015,1295,213,482,6,140
8909143,1707,195,82,5,696
8909271,1267,215,520,5,107
8909463,1634,38,328,5,126
8909591,610,106,300,3,120
8909655,1393,91,300,3,954
8909719,293,494,300,3,40
8909783,1805,46,300,3,150
8909847,14,138,300,3,101
8909911,545,103,300,3,596
8910039,919,271,300,3,577
8910103,442,101,300,8,158
8910167,853,34,300,8,878
8910231,1089,14,357,3,133
8910295,892,105,300,3,168
8910359,545,102,300,3,596
8910487,545,105,300,3,596
8910551,679,435,300,2,157
8910615,1564,126,300,3,24
8910679,442,101,300,3,158
8910743,531,104,300,3,584
8910871,545,105,300,3,596
8910935,470,301,300,2,893
8911063,680,16,107,3,543
8911127,442,101,300,3,158
8911191,1234,301,519,2,19
8911255,895,16,608,3,543
8911319,652,79,300,3,772
8911383,442,101,300,2,158
8911447,545,103,300,3,596
8911511,537,100,300,3,927
8911575,894,136,300,3,240
8911639,491,365,300,3,815
8911703,397,178,300,3,654
8911767,637,289,300,3,53
8911895,444,400,300,3,80
8911959,442,226,300,8,417
8912087,170,385,550,2,232
8912279,784,492,629,2,19
8912407,1295,213,482,6,140
8912535,948,453,246,2,610
8912599,1498,216,348,5,210
8912663,1232,429,537,3,961
8912727,646,223,537,8,164
8912919,1158,216,32,2,191
8913111,891,49,79,3,531
8913175,1627,49,50,8,607
8913239,1465,214,482,6,107
8913367,1616,49,492,8,607
8913495,634,49,482,6,19
8913751,569,195,300,2,696
8913879,609,200,300,3,107
8913943,609,215,300,3,107
8914007,609,189,300,3,107
8914071,609,204,300,2,107
8914135,609,215,300,3,107
8914199,977,213,356,5,107
8914263,977,215,356,5,107
8914327,539,200,134,2,371
8914391,633,213,355,2,696
8914455,633,195,355,2,696
8914519,977,200,356,5,107
8914711,696,195,112,2,696
8914903,322,209,239,5,136
8914967,234,285,357,0,28
8915031,224,195,105,2,696
8915095,234,285,357,0,28
8915159,234,285,357,0,28
8915223,1064,285,424,5,28
8915287,616,195,482,6,696
8915351,1465,215,482,6,107
8915415,240,279,357,0,20
8915479,1549,281,520,5,25
8915607,534,248,520,2,986
8915735,1215,412,344,0,135
8915799,1215,412,523,0,135
8915863,432,216,311,2,357
8916055,1581,248,546,2,486
8916119,1581,242,546,2,486
8916247,1176,485,523,2,853
8916375,115,216,523,2,469
8916439,963,216,308,2,900
8916631,1097,179,91,5,1002
8916823,596,245,523,2,512
8916887,980,238,308,2,913
8916951,554,216,308,2,424
8917015,763,216,243,10,357
8917143,493,281,491,5,25
8917207,144,444,546,2,19
8917271,1581,228,546,2,486
8917463,1300,323,546,5,832
8917527,2,141,546,5,867
8917719,1076,248,537,2,927
8917975,646,248,536,8,247
8918103,1214,385,520,5,849
8918167,1565,233,231,2,619
8918231,561,216,478,2,502
8918295,600,216,419,8,899
8918359,30,464,617,5,480
8918423,1711,223,26,8,626
8918487,1214,449,520,5,849
8918551,1199,240,520,2,782
8918615,1802,138,230,2,67
8918743,1236,125,265,5,75
8918807,970,4,375,2,514
8918871,1365,319,655,5,241
8918935,1127,142,236,5,157
8919063,940,4,311,2,283
8919127,1570,17,144,2,807
8919191,387,468,138,3,917
8919255,1740,412,640,0,135
8919383,1740,412,640,0,135
8919447,706,126,82,2,47
8919511,1816,137,431,4,934
8919575,103,71,85,5,103
8919639,1330,306,78,0,982
8919703,634,143,482,6,19
8919767,942,406,221,6,705
8919831,165,240,482,6,768
8919895,1675,407,547,6,444
8919959,1572,137,482,6,319
8920087,520,67,482,6,158
8920151,859,14,543,3,1011
8920215,520,61,482,6,158
8920343,235,288,446,5,52
8920471,1095,196,482,6,460
8920535,1258,306,630,0,945
8920663,542,51,221,6,45
8920855,199,254,290,0,500
8920983,1016,125,632,5,75
8921047,278,14,357,3,572
8921175,197,439,131,0,701
8921239,1103,79,218,2,47
8921303,801,106,204,5,111
8921431,357,335,357,0,492
8921559,1417,242,112,5,486
8921687,1053,180,113,2,398
8921879,698,227,295,2,209
8921943,510,79,116,5,772
8922135,510,79,116,5,772
8922199,1591,223,116,8,840
8922263,1591,233,116,8,840
8922327,1642,359,28,2,151
8922391,1591,227,116,8,840
8922455,616,195,482,6,696
8922519,1295,215,482,6,140
8922647,470,101,300,2,893
8922711,828,14,300,3,125
8922775,421,458,300,2,151
8922839,1465,215,482,6,107
8922903,1465,213,482,6,107
8922967,1465,192,482,6,107
8923031,1697,279,351,5,20
8923095,1365,397,655,5,241
8923159,1365,325,655,5,241
8923287,1275,124,85,5,17
8923351,1280,44,201,0,425
8923415,1208,3,37,0,168
8923479,1507,267,50,2,853
8923543,1507,21,50,2,853
8923607,1507,22,50,2,853
8923735,548,448,300,2,398
8888919,248,248,357,8,486
8889047,1121,216,357,2,8
8889111,875,216,361,8,993
8889175,1479,216,357,2,895
8889239,192,229,619,4,138
8889303,1639,216,357,8,80
8889431,299,216,357,8,361
8889495,169,216,357,2,780
8889559,857,79,625,5,735
8889687,1111,494,218,5,596
8889751,1103,36,218,2,47
8889879,877,102,218,5,19
8889943,1030,174,218,5,970
8890007,801,106,204,5,111
8890071,1179,79,635,2,930
8874135,935,216,328,2,303
8888983,1479,216,357,2,198
8916311,954,216,308,2,201
8901352,1109,412,204,0,135
8850856,1006,179,218,3,543
8850728,757,440,624,5,444
8850472,1699,248,30,8,986
8850600,729,239,357,8,365
8850216,1815,16,523,5,543
8850280,694,178,125,3,161
8888424,57,216,634,8,925
8850984,162,242,116,8,768
8851112,895,188,608,3,543
8851496,742,437,445,9,637
8851624,756,388,377,2,151
8851816,884,127,483,3,151
8851944,1055,388,2,5,106
8852008,1087,310,2,5,151
8852072,845,79,281,2,47
8852136,1087,310,2,5,151
8852264,1615,357,357,8,846
8852328,282,107,357,2,398
8852392,1648,79,590,2,47
8852584,1356,447,300,2,151
8852712,1296,397,497,3,813
8852776,1356,319,300,2,151
8852904,517,405,73,2,106
8853032,481,143,285,5,631
8853096,454,433,223,3,963
8853160,862,151,351,8,646
8853224,1026,151,351,8,646
8853352,1355,341,605,10,231
8853480,100,101,536,2,19
8853672,100,102,536,2,19
8853736,1250,234,520,2,822
8853800,663,341,432,5,914
8853864,1000,79,537,2,47
8853928,1142,445,14,5,482
8853992,787,16,283,3,543
8854056,662,351,69,5,291
8854120,1533,445,22,5,497
8854248,1000,79,537,2,47
8854312,1282,341,13,5,777
8854376,1665,28,24,3,926
8854504,1191,218,63,2,461
8854632,950,101,536,3,19
8854952,665,137,70,5,319
8855016,1207,136,70,5,970
8855080,956,177,551,5,40
8855464,391,445,617,3,497
8855592,379,445,61,3,497
8855656,1825,445,228,5,675
8855720,672,445,61,5,552
8855784,664,445,228,3,996
8855976,1383,234,391,8,486
8856040,768,234,357,2,616
8856104,1454,234,357,8,748
8856296,131,234,520,11,486
8856424,173,140,37,0,697
8856488,534,233,520,2,986
8856616,1716,216,96,2,60
8856872,389,159,82,5,158
8856936,1132,286,82,2,579
8857000,933,216,369,8,80
8857064,1160,216,478,8,755
8857192,727,216,375,2,455
8857384,1493,216,9,8,61
8857448,1160,216,478,2,973
8857512,1493,216,9,8,61
8857576,131,222,520,11,486
8857704,1447,159,375,2,859
8857768,588,216,578,2,496
8857832,1764,159,520,2,909
8857896,502,216,478,8,77
8858088,1242,216,71,2,979
8858152,1507,165,50,8,853
8858280,600,216,604,2,249
8858344,1003,248,345,4,986
8858472,378,289,520,5,53
8858536,582,241,520,2,398
8858600,737,444,520,8,811
8858664,800,358,520,5,640
8858728,378,227,520,2,986
8858792,507,141,520,3,917
8858856,1127,429,236,5,157
8858920,1786,248,520,2,851
8858024,152,216,146,8,77
8888488,201,216,190,2,749
8858984,147,184,520,2,80
8859112,1674,410,520,5,333
8859176,928,486,520,5,19
8859240,789,140,520,5,276
8859304,96,180,520,2,986
8859368,611,16,520,5,543
8859624,1350,341,322,10,549
8859688,714,177,187,5,40
8859752,940,463,311,2,283
8859816,440,101,524,2,19
8859880,440,100,524,2,19
8859944,1518,341,432,11,1008
8860008,440,101,524,2,19
8860072,144,102,546,2,19
8860136,780,494,546,5,113
8860200,860,103,546,5,596
8860328,144,101,546,2,19
8860392,440,101,523,5,19
8860456,144,101,546,5,19
8860520,144,102,546,5,19
8860584,144,101,546,2,19
8860648,440,101,523,5,19
8860712,144,101,546,2,19
8860776,440,101,524,2,19
8860840,144,101,546,2,19
8860904,440,101,524,2,19
8860968,440,101,524,2,19
8861032,718,79,546,2,930
8861096,440,101,524,2,19
8861224,998,101,523,2,19
8861288,144,101,546,5,19
8861352,998,102,523,5,19
8861480,780,494,546,11,113
8861544,1791,99,546,5,59
8861608,803,313,38,0,48
8861672,144,101,546,2,19
8861800,144,101,546,2,19
8861864,440,100,523,5,19
8861928,144,100,546,5,19
8861992,144,102,546,5,19
8862120,1628,79,546,5,655
8862248,492,24,38,5,26
8862312,860,102,546,5,596
8862376,460,351,347,10,383
8862440,460,351,347,10,383
8862504,664,445,61,5,476
8862952,789,140,520,5,276
8863016,910,248,543,2,986
8863080,435,141,543,3,917
8863144,804,149,542,3,181
8863208,387,143,138,6,25
8863272,1288,216,143,2,191
8863336,836,225,543,2,811
8863400,1274,141,543,3,86
8863528,1248,222,141,2,486
8863656,797,289,543,3,53
8863720,23,141,543,3,86
8863784,1474,449,542,3,575
8863848,791,429,543,3,157
8862632,1824,281,543,3,25
8863976,913,141,542,5,17
8863912,910,248,543,2,986
8862760,634,143,482,2,194
8862824,131,242,520,11,486
8864232,852,380,485,3,184
8864360,461,140,221,3,232
8864424,793,360,221,3,328
8864808,1023,382,82,5,866
8864872,1023,360,82,5,866
8888552,1255,247,395,2,824
8865064,1586,216,377,2,128
8865576,1078,445,617,5,789
8865768,1219,102,618,2,19
8865832,611,16,520,5,543
8865896,1794,99,615,5,59
8865960,1219,100,615,2,19
8866088,1584,174,611,5,716
8866152,406,104,82,3,120
8866280,1219,101,615,2,19
8866344,928,101,520,2,19
8866408,928,102,520,5,19
8866472,391,445,604,10,497
8866600,928,102,520,5,19
8866664,1208,105,37,0,168
8866728,1375,218,428,2,436
8866920,1004,4,617,2,731
8866984,865,445,604,5,938
8867048,1450,445,604,5,938
8867112,1507,22,50,8,853
8867176,1428,494,236,5,40
8867240,1507,21,50,8,853
8867368,822,103,520,5,596
8867496,540,445,253,3,149
8867624,1430,326,357,0,221
8867688,928,102,520,5,19
8867752,928,101,520,5,19
8867816,928,101,520,2,19
8867880,850,52,520,5,792
8867944,928,101,520,2,19
8868008,850,128,86,5,809
8868072,928,101,520,2,19
8868136,1779,174,520,5,970
8868392,749,239,532,2,398
8868456,1792,216,160,8,899
8868520,750,151,221,3,37
8868584,427,472,532,0,195
8868712,634,492,482,6,19
8868840,199,254,290,0,500
8868904,520,233,482,2,429
8869032,211,281,447,5,25
8869096,587,140,532,5,17
8869160,1161,216,164,2,261
8869288,1639,216,357,2,357
8869416,1290,225,221,6,768
8869480,697,183,221,6,631
8869608,565,143,482,6,586
8869736,503,412,221,0,135
8869800,503,412,221,0,135
8869992,1465,241,482,6,107
8870120,634,140,482,6,19
8870248,522,227,482,2,986
8870312,1520,226,482,6,209
8870376,80,378,482,6,691
8870440,1465,223,482,6,107
8870568,990,417,482,6,927
8870632,990,240,482,6,927
8870760,1465,229,482,6,107
8870824,873,240,221,3,628
8870888,522,228,482,2,986
8870952,1412,116,221,6,902
8871016,1387,104,482,6,120
8871080,1186,172,482,6,546
8871208,1553,106,221,6,452
8871400,520,121,482,6,158
8871464,383,170,221,6,750
8871592,1572,138,482,6,101
8871784,969,101,542,3,596
8871848,611,16,520,5,543
8871976,506,101,543,3,19
8872040,789,177,236,5,40
8872168,822,105,520,5,596
8872296,3,1,543,3,530
8888616,308,231,349,2,519
8872552,1590,345,640,0,374
8872744,1590,291,642,0,374
8872872,634,91,482,6,19
8872936,506,101,543,2,19
8873000,506,101,543,2,19
8873064,834,116,221,3,584
8873128,506,301,543,2,19
8873192,634,108,482,2,19
8873256,506,104,543,2,19
8873320,506,101,543,2,19
8873384,911,16,543,3,41
8873448,506,105,543,2,19
8873576,574,101,221,3,596
8873640,1269,98,482,6,108
8873768,969,103,542,3,596
8873832,1494,118,221,5,746
8873896,1806,115,543,3,896
8874152,777,281,532,5,25
8874216,1633,225,328,2,848
8874280,305,216,357,8,971
8874344,1177,240,298,2,981
8874472,195,161,155,5,110
8874600,317,216,357,2,502
8874728,1692,216,357,8,77
8874856,290,216,520,8,360
8874920,1125,216,357,8,899
8874984,1792,216,357,8,124
8875048,174,216,395,8,516
8875112,257,178,160,2,97
8875176,1792,216,357,8,61
8875240,1164,248,357,8,454
8875368,1639,216,357,2,60
8875432,1479,216,357,8,73
8875496,355,216,153,8,925
8875560,1381,216,357,8,123
8875624,1479,216,357,2,302
8875688,348,216,357,8,829
8875816,315,231,357,8,947
8875944,203,239,97,5,80
8876136,454,380,221,3,963
8876264,942,377,221,6,705
8876456,43,216,35,2,434
8876520,1500,247,482,4,371
